Ti,0.01,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.25,0.3,0.4,0.5,0.6,0.7,0.85,1,1.5,2,2.5,3,4,5
0.01,1,0.99208764,0.947630923,0.903114164,0.895818507,0.895149216,0.89507971,0.895063989,0.880859447,0.834345045,0.79535185,0.73214099,0.681797112,0.639881174,0.603933331,0.558043691,0.519148423,0.420440357,0.349206328,0.293418419,0.24756412,0.174849469,0.118256914
0.025,0.99208764,1,0.967269327,0.925472434,0.913182089,0.908825406,0.90632117,0.899511283,0.870150094,0.820214392,0.778684587,0.712007821,0.659478831,0.616135202,0.579247878,0.532543165,0.493296125,0.395102475,0.3255047,0.271745731,0.228054293,0.159692241,0.107276286
0.05,0.947630923,0.967269327,1,0.962736217,0.942121393,0.931619054,0.915304974,0.873964135,0.83801247,0.777809813,0.728667912,0.651590334,0.59250406,0.544876081,0.505169475,0.456018813,0.415716145,0.319066204,0.254378652,0.206708313,0.169507392,0.114207023,0.074324597
0.075,0.903114164,0.925472434,0.962736217,1,0.971060696,0.954412703,0.895917354,0.845776714,0.802553455,0.731022764,0.673482064,0.58492876,0.518607514,0.466252402,0.423435143,0.371585747,0.330118352,0.235171661,0.175901798,0.134949342,0.104909728,0.064020953,0.037967383
0.1,0.895818507,0.913182089,0.942121393,0.971060696,1,0.950305203,0.884351553,0.82896134,0.781400168,0.70311167,0.640560617,0.5451614,0.474524087,0.419348976,0.374676039,0.321216697,0.279054476,0.18512387,0.129085961,0.092141099,0.066373605,0.034082152,0.01627827
0.125,0.895149216,0.908825406,0.931619054,0.954412703,0.950305203,1,0.933319822,0.877162197,0.828825808,0.749020638,0.68503331,0.587029574,0.514107751,0.456909429,0.410424991,0.354564221,0.310299317,0.210818074,0.150642157,0.110413994,0.081936505,0.045356746,0.024248206
0.15,0.89507971,0.90632117,0.915304974,0.895917354,0.884351553,0.933319822,1,0.943610778,0.894902803,0.814125126,0.749020638,0.648677281,0.573468877,0.514107751,0.465595637,0.406931992,0.36011707,0.253526741,0.187727449,0.142851208,0.110413994,0.067335556,0.041014793
0.175,0.895063989,0.899511283,0.873964135,0.845776714,0.82896134,0.877162197,0.943610778,1,0.951146963,0.869827429,0.804004321,0.702030943,0.625150069,0.564166108,0.514107751,0.453277561,0.404468773,0.292236741,0.221910483,0.173259384,0.137586224,0.08916169,0.058524541
0.2,0.880859447,0.870150094,0.83801247,0.802553455,0.781400168,0.828825808,0.894902803,0.951146963,1,0.918420221,0.852143865,0.749020638,0.67088859,0.608655562,0.557386386,0.494835686,0.444425066,0.327594039,0.253526741,0.201730433,0.163345567,0.110413994,0.076116141
0.25,0.834345045,0.820214392,0.777809813,0.731022764,0.70311167,0.749020638,0.814125126,0.869827429,0.918420221,1,0.933319822,0.828825808,0.749020638,0.68503331,0.632015301,0.566924733,0.514107751,0.390219222,0.310299317,0.253526741,0.210818074,0.150642157,0.110413994
0.3,0.79535185,0.778684587,0.728667912,0.673482064,0.640560617,0.68503331,0.749020638,0.804004321,0.852143865,0.933319822,1,0.894902803,0.814125126,0.749020638,0.69483564,0.627991281,0.573468877,0.444425066,0.36011707,0.29955811,0.253526741,0.187727449,0.142851208
0.4,0.73214099,0.712007821,0.651590334,0.58492876,0.5451614,0.587029574,0.648677281,0.702030943,0.749020638,0.828825808,0.894902803,1,0.918420221,0.852143865,0.796609683,0.727605773,0.67088859,0.534886661,0.444425066,0.37844605,0.327594039,0.253526741,0.201730433
0.5,0.681797112,0.659478831,0.59250406,0.518607514,0.474524087,0.514107751,0.573468877,0.625150069,0.67088859,0.749020638,0.814125126,0.918420221,1,0.933319822,0.877162197,0.807008612,0.749020638,0.608655562,0.514107751,0.444425066,0.390219222,0.310299317,0.253526741
0.6,0.639881174,0.616135202,0.544876081,0.466252402,0.419348976,0.456909429,0.514107751,0.564166108,0.608655562,0.68503331,0.749020638,0.852143865,0.933319822,1,0.943610778,0.872864754,0.814125126,0.67088859,0.573468877,0.501103886,0.444425066,0.36011707,0.29955811
0.7,0.603933331,0.579247878,0.505169475,0.423435143,0.374676039,0.410424991,0.465595637,0.514107751,0.557386386,0.632015301,0.69483564,0.796609683,0.877162197,0.943610778,1,0.92899869,0.869827429,0.724660092,0.625150069,0.550768083,0.49219481,0.404468773,0.34091813
0.85,0.558043691,0.532543165,0.456018813,0.371585747,0.321216697,0.354564221,0.406931992,0.453277561,0.494835686,0.566924733,0.627991281,0.727605773,0.807008612,0.872864754,0.92899869,1,0.940553141,0.793611881,0.691920392,0.615335493,0.554642034,0.463009398,0.395979546
1,0.519148423,0.493296125,0.415716145,0.330118352,0.279054476,0.310299317,0.36011707,0.404468773,0.444425066,0.514107751,0.573468877,0.67088859,0.749020638,0.814125126,0.869827429,0.940553141,1,0.852143865,0.749020638,0.67088859,0.608655562,0.514107751,0.444425066
1.5,0.420440357,0.395102475,0.319066204,0.235171661,0.18512387,0.210818074,0.253526741,0.292236741,0.327594039,0.390219222,0.444425066,0.534886661,0.608655562,0.67088859,0.724660092,0.793611881,0.852143865,1,0.894902803,0.814125126,0.749020638,0.648677281,0.573468877
2,0.349206328,0.3255047,0.254378652,0.175901798,0.129085961,0.150642157,0.187727449,0.221910483,0.253526741,0.310299317,0.36011707,0.444425066,0.514107751,0.573468877,0.625150069,0.691920392,0.749020638,0.894902803,1,0.918420221,0.852143865,0.749020638,0.67088859
2.5,0.293418419,0.271745731,0.206708313,0.134949342,0.092141099,0.110413994,0.142851208,0.173259384,0.201730433,0.253526741,0.29955811,0.37844605,0.444425066,0.501103886,0.550768083,0.615335493,0.67088859,0.814125126,0.918420221,1,0.933319822,0.828825808,0.749020638
3,0.24756412,0.228054293,0.169507392,0.104909728,0.066373605,0.081936505,0.110413994,0.137586224,0.163345567,0.210818074,0.253526741,0.327594039,0.390219222,0.444425066,0.49219481,0.554642034,0.608655562,0.749020638,0.852143865,0.933319822,1,0.894902803,0.814125126
4,0.174849469,0.159692241,0.114207023,0.064020953,0.034082152,0.045356746,0.067335556,0.08916169,0.110413994,0.150642157,0.187727449,0.253526741,0.310299317,0.36011707,0.404468773,0.463009398,0.514107751,0.648677281,0.749020638,0.828825808,0.894902803,1,0.918420221
5,0.118256914,0.107276286,0.074324597,0.037967383,0.01627827,0.024248206,0.041014793,0.058524541,0.076116141,0.110413994,0.142851208,0.201730433,0.253526741,0.29955811,0.34091813,0.395979546,0.444425066,0.573468877,0.67088859,0.749020638,0.814125126,0.918420221,1
